Source,Mechanism,TripleCount
LLM-fulltext,Gene_expression,2
LLM-fulltext,Glia-mediated_mechanisms,4
LLM-fulltext,Glia_Activation,2
LLM-fulltext,Glia_Damage,1
LLM-fulltext,Glia_Limitans_Damage,1
LLM-fulltext,Glia_Overactivation,1
LLM-fulltext,Glia_Transcriptomic_Changes,1
LLM-fulltext,Glial_Activation,12
LLM-fulltext,Glial_Alterations,1
LLM-fulltext,Glial_Cell_Abnormalities,8
LLM-fulltext,Glial_Cell_Activation,18
LLM-fulltext,Glial_Cell_Dysfunction,1
LLM-fulltext,Glial_Cell_Dysregulation,4
LLM-fulltext,Glial_Cell_Hyperplasia,1
LLM-fulltext,Glial_Cell_Infection,1
LLM-fulltext,Glial_Cell_Interaction,4
LLM-fulltext,Glial_Cell_Over-reaction,1
LLM-fulltext,Glial_Cell_Reactivity,1
LLM-fulltext,Glial_Hyperplasia,1
LLM-fulltext,Glial_Neuroinflammatory_Response,1
LLM-fulltext,Glial_cell_stimulation,1
LLM-fulltext,Glial_iNOS_protection_interruption,1
LLM-fulltext,Gliosis,2
LLM-fulltext,Glutamate_Excitotoxicity,2
LLM-fulltext,Glutamate_Exocytosis,2
LLM-fulltext,Glutamate_Homeostasis_Alteration,1
LLM-fulltext,Glutamate_Increase,1
LLM-fulltext,Glutamate_Recapture,1
LLM-fulltext,Glutamate_Recapture_Decrease,1
LLM-fulltext,Glutamate_Release,1
LLM-fulltext,Glutathione_Level_Decrease,1
LLM-fulltext,Glycosaminoglycan_Synthesis,3
LLM-fulltext,Glymphatic_System_Disruption,6
LLM-fulltext,Glymphatic_System_Involvement,2
LLM-fulltext,Gray_Matter_Thinning,1
LLM-fulltext,Grey_Matter_Reduction,1
LLM-fulltext,Grey_Matter_Volume_Decrease,1
LLM-fulltext,Gustatory-Olfactory_Trigeminal_Pathway_Entry,1
LLM-fulltext,Gustatory_System_Malfunction,1
LLM-fulltext,Gut-Brain_Axis_Contribution,1
LLM-fulltext,Gut-Brain_Axis_Dysfunction,1
LLM-fulltext,Gut-Origin_Model,1
LLM-fulltext,Gut-driven_inflammation,3
LLM-fulltext,Gut_Dysbiosis,6
LLM-fulltext,Gut_Microbiome_Dysbiosis,1
LLM-fulltext,Gut_Microbiota_Alteration,1
LLM-fulltext,Gut_Microbiota_Disturbance,6
LLM-fulltext,Gut_Microbiota_Dysbiosis,3
LLM-fulltext,Gut_Microbiota_Imbalance,1
LLM-fulltext,Gut_Microbiota_Improvement,1
LLM-fulltext,Gut_Permeability_and_LPS_Translocation,1
LLM-fulltext,Gut–Brain_Axis,1
LLM-fulltext,Gut–Brain_Axis_Alteration,2
LLM-fulltext,HBMEC_Responsiveness,1
LLM-fulltext,HIF-1α_Upregulation,4
LLM-fulltext,HLA_function_impact,1
LLM-fulltext,HMGB1_Regulation,1
LLM-fulltext,HPA_Axis_Dysregulation,1
LLM-fulltext,HPA_axis_dysfunction,10
LLM-fulltext,Haematogenous_Route,1
LLM-fulltext,Haematogenous_Transport,1
LLM-fulltext,Haemorrhagic_Lesions,1
LLM-fulltext,Headache,1
LLM-fulltext,Heart_Failure,1
LLM-fulltext,Hematogenous_Neuroinvasive_Route,3
LLM-fulltext,Hematogenous_Pathway,1
LLM-fulltext,Hematogenous_Route,5
LLM-fulltext,Hematogenous_Route_Spread,1
LLM-fulltext,Hematogenous_Spread,5
LLM-fulltext,Hematogenous_dissemination,1
LLM-fulltext,Hematogenous_route,3
LLM-fulltext,Hemoglobinopathy_and_iron_dysmetabolism,1
LLM-fulltext,Hemorrhage,2
LLM-fulltext,Hemorrhagic_stroke,1
LLM-fulltext,High_cellular_cholesterol_level,1
LLM-fulltext,High_levels_of_inflammatory_mediators,1
LLM-fulltext,Hippocampal_Infection,1
LLM-fulltext,Homeostasis_Characteristics,1
LLM-fulltext,Homeostatic_Deregulation,1
LLM-fulltext,Hormone_Overproduction,1
LLM-fulltext,Host_Metabolic_Programming_Manipulation,1
LLM-fulltext,Host_Microbiome_Changes,1
LLM-fulltext,Host_Neuron_Machinery_Hijacking,1
LLM-fulltext,Human_coronaviruses_infection,2
LLM-fulltext,Hyper_inflammation,1
LLM-fulltext,Hypercoagulability,7
LLM-fulltext,Hypercoagulable_State,2
LLM-fulltext,Hypercoagulation,1
LLM-fulltext,Hyperinflammation,2
LLM-fulltext,Hyperinflammatory/Hypercoagulable_State,1
LLM-fulltext,Hypermetabolic_State,1
LLM-fulltext,Hyperoxia_Response,1
LLM-fulltext,Hypertension_Development,1
LLM-fulltext,Hypo-dopaminergic_State_of_the_Basal_Ganglia,1
LLM-fulltext,Hypogeusia,2
LLM-fulltext,Hypometabolism,2
LLM-fulltext,Hypoperfusion,2
LLM-fulltext,Hypoperfusion_and_Inflammation,1
LLM-fulltext,Hyposmia,1
LLM-fulltext,Hypotension,1
LLM-fulltext,Hypothalamus-Pituitary_Axis_Interaction,6
LLM-fulltext,Hypoxemia,2
LLM-fulltext,Hypoxemia_or_Hypoxia,1
LLM-fulltext,Hypoxia,34
LLM-fulltext,Hypoxia-Associated_Alterations,1
LLM-fulltext,Hypoxia-Induced_Brain_Damage,12
LLM-fulltext,Hypoxia-Induced_Seizures,1
LLM-fulltext,Hypoxia-Ischemic_Changes,1
LLM-fulltext,Hypoxia-Like_Metabolic_Changes,1
LLM-fulltext,Hypoxia-derived_injuries,1
LLM-fulltext,Hypoxia-induced_injury,2
LLM-fulltext,Hypoxia-related_cognitive_decline,1
LLM-fulltext,Hypoxia/Hypoxemia,1
LLM-fulltext,Hypoxia_Induced_Ischemic_Strokes,1
LLM-fulltext,Hypoxia_Response,1
LLM-fulltext,Hypoxia_and_Neuroinflammation,3
LLM-fulltext,Hypoxia_and_cerebral_hypoperfusion,2
LLM-fulltext,Hypoxic-neuronal_injury,3
LLM-fulltext,Hypoxic/Metabolic_Alterations,5
LLM-fulltext,Hypoxic_Brain_Injury,5
LLM-fulltext,Hypoxic_Encephalopathy,3
LLM-fulltext,Hypoxic_Injuries,1
LLM-fulltext,Hypoxic_Ischemic_Damage,1
LLM-fulltext,Hypoxic_Ischemic_Encephalopathy,1
LLM-fulltext,Hypoxic_encephalopathy,1
LLM-fulltext,IDO1-mediated_inflammation,1
LLM-fulltext,IDO_Activation,1
LLM-fulltext,IFN-γ_Effect,1
LLM-fulltext,IFN_Activation,7
LLM-fulltext,IFN_Pathway_Activation,1
LLM-fulltext,IFN_Response_Stimulation,1
LLM-fulltext,IL-10_Impact,2
LLM-fulltext,IL-17_Mediated_Mechanisms,14
LLM-fulltext,IL-1_Receptor_Activation,1
LLM-fulltext,IL-1β_Impact_on_LTP,2
LLM-fulltext,IL-1β_Modulation_of_Ca2+,3
LLM-fulltext,IL-1β_Overexpression,2
LLM-fulltext,IL-6_Mediated_Inflammation,8
LLM-fulltext,IL-6_Overexpression,2
LLM-fulltext,IgG3_Deficiency,1
LLM-fulltext,IgG3_Function,2
LLM-fulltext,IgG_Induced_Microglial_Polarization,2
LLM-fulltext,IgM_Function,3
LLM-fulltext,Imbalanced_gut-brain_axis,1
LLM-fulltext,Immune-Inflammatory_Pathways_Activation,2
LLM-fulltext,Immune-mediated_Brain_Damage,1
LLM-fulltext,Immune-mediated_multisystem_mechanism,1
LLM-fulltext,Immune-mediated_nervous_system_impairment,1
LLM-fulltext,Immune-mediated_neuropathological_alterations,1
LLM-fulltext,Immune-mediated_pathogenesis,1
LLM-fulltext,Immune-mediated_processes,5
LLM-fulltext,Immune-related_pathway,11
LLM-fulltext,Immune_Activation,2
LLM-fulltext,Immune_Activation_Response,1
LLM-fulltext,Immune_Cell_Activation,6
LLM-fulltext,Immune_Cell_Encounter,2
LLM-fulltext,Immune_Cell_Expansion,1
LLM-fulltext,Immune_Cell_Infection,1
LLM-fulltext,Immune_Cell_Infiltration,12
LLM-fulltext,Immune_Cell_Recruitment,2
LLM-fulltext,Immune_Cell_Trafficking,1
LLM-fulltext,Immune_Cell_Transit,1
LLM-fulltext,Immune_Deficiencies,2
LLM-fulltext,Immune_Dysfunction,1
LLM-fulltext,Immune_Dysregulation,12
LLM-fulltext,Immune_Effects,1
LLM-fulltext,Immune_Hypothesis,1
LLM-fulltext,Immune_Injury,1
LLM-fulltext,Immune_Mediated_Pathway,1
LLM-fulltext,Immune_Process_Activation,4
LLM-fulltext,Immune_Response,6
LLM-fulltext,Immune_Response_Activation,1
LLM-fulltext,Immune_Response_Dysregulation,29
LLM-fulltext,Immune_Response_Impact,3
LLM-fulltext,Immune_Response_Impairment,7
LLM-fulltext,Immune_Response_Initiation,1
LLM-fulltext,Immune_Response_Penetration,3
LLM-fulltext,Immune_Response_Triggering,1
LLM-fulltext,Immune_Responses,1
LLM-fulltext,Immune_System_Activation,1
LLM-fulltext,Immune_System_Alteration,1
LLM-fulltext,Immune_System_Damage,1
LLM-fulltext,Immune_System_Dysfunction,2
LLM-fulltext,Immune_System_Dysregulation,11
LLM-fulltext,Immune_System_Hyperactivation,1
LLM-fulltext,Immune_System_Impact_on_CNS,5
LLM-fulltext,Immune_System_Inability,1
LLM-fulltext,Immune_System_Modulation,1
LLM-fulltext,Immune_System_Overactivation,1
LLM-fulltext,Immune_System_Stimulation,1
LLM-fulltext,Immune_cell_infiltration,1
LLM-fulltext,Immune_cell_migration,1
LLM-fulltext,Immune_infiltration_and_myocardial_fibrosis,2
LLM-fulltext,Immune_inflammation_effects_during_pregnancy,1
LLM-fulltext,Immune_response,3
LLM-fulltext,Immune_system_activation,2
LLM-fulltext,Immune–inflammatory_origin_damage,1
LLM-fulltext,Immunity_Cell_Activation,1
LLM-fulltext,Immuno-modulatory_Mechanisms,1
LLM-fulltext,Immunoglobulins_Neurotoxicity,3
LLM-fulltext,Immunologic_Response,1
LLM-fulltext,Immunologic_Responses,1
LLM-fulltext,Immunologic_Variations,1
LLM-fulltext,Immunological_Activation,2
LLM-fulltext,Immunological_Dyshomeostasis,1
LLM-fulltext,Immunological_Responses,1
LLM-fulltext,Immunological_crosstalk,7
LLM-fulltext,Immunoparalysis,5
LLM-fulltext,Immunosenescence,5
LLM-fulltext,Immunosuppression,1
LLM-fulltext,Impaired_ACE2-mediated_regulation,1
LLM-fulltext,Impaired_Adult_Hippocampal_Neurogenesis,1
LLM-fulltext,Impaired_Adult_Neurogenesis,7
LLM-fulltext,Impaired_Astrocyte_Function,1
LLM-fulltext,Impaired_Autophagic_Processes,1
LLM-fulltext,Impaired_Autoregulation,1
LLM-fulltext,Impaired_BBB,2
LLM-fulltext,Impaired_BBB_integrity,1
LLM-fulltext,Impaired_Cell_Function,1
LLM-fulltext,Impaired_Cerebral_Excitatory_and_Inhibitory_Synaptic_Functions,7
LLM-fulltext,Impaired_Coagulation,1
LLM-fulltext,Impaired_Fibrinolysis,1
LLM-fulltext,Impaired_Microglial_Function,4
LLM-fulltext,Impaired_NET_clearance,1
LLM-fulltext,Impaired_Neurotransmission,1
LLM-fulltext,Impaired_Olfactory_Sensory_Neurons,2
LLM-fulltext,Impaired_P2X1_activity,1
LLM-fulltext,Impaired_Proinflammatory_Cytokine_Release,2
LLM-fulltext,Impairment_in_brain_endothelial_function,1
LLM-fulltext,Impairment_of_BBB,3
LLM-fulltext,Impairment_of_Mas/BDNF_axis,4
LLM-fulltext,Inactivated_Virus_Inflammation,1
LLM-fulltext,Increase_in_Nasal_Secretions,1
LLM-fulltext,Increased_B-Cell_Responses,1
LLM-fulltext,Increased_BBB_Permeability,3
LLM-fulltext,Increased_BBB_permeability,2
LLM-fulltext,Increased_Capillary_Permeability,1
LLM-fulltext,Increased_Fluid_Permeability,1
LLM-fulltext,Increased_Inflammatory_Mediators_and_Glial_Cell_Activity,5
LLM-fulltext,Increased_Intrathecal_Immunoglobulin,1
LLM-fulltext,Increased_Lymphocytes,1
LLM-fulltext,Increased_Neopterin_Levels,1
LLM-fulltext,Increased_NfL_Levels,1
LLM-fulltext,Increased_Permeability,1
LLM-fulltext,Increased_Risk_of_Stroke,1
LLM-fulltext,Increased_Susceptibility_to_Neuropsychiatric_Disorders,1
LLM-fulltext,Increased_TNF-α_secretion,1
LLM-fulltext,Increased_Vascular_Permeability,1
LLM-fulltext,Increased_Vessel_Permeability,1
LLM-fulltext,Increased_expression_of_ACE2,1
LLM-fulltext,Increased_expression_of_coagulation_factor_III,1
LLM-fulltext,Increased_microglial_cytokine_production,9
LLM-fulltext,Increased_morbidity_and_mortality_in_AD,1
LLM-fulltext,Increased_psychological_stress,1
LLM-fulltext,Increased_vulnerability_with_age,1
LLM-fulltext,Indirect_Damage,4
LLM-fulltext,Indirect_Vascular_Effects,1
LLM-fulltext,Indirect_effects,6
LLM-fulltext,Infarctions,1
LLM-fulltext,Infection_of_olfactory_mucosa,1
LLM-fulltext,Infection_of_pericytes_and_astrocytes,4
LLM-fulltext,Infectious_Toxic_Encephalopathy,14
LLM-fulltext,Inflamm-Aging,1
LLM-fulltext,Inflamm-aging,1
LLM-fulltext,Inflammaging,7
LLM-fulltext,Inflammasome_Activation,18
LLM-fulltext,Inflammasome_Role_in_Synaptic_Pruning,2
LLM-fulltext,Inflammasome_Signaling,1
LLM-fulltext,Inflammation,12
LLM-fulltext,Inflammation-Induced_BBB_Impairment,3
LLM-fulltext,Inflammation-Mediated_BBB_Disruption,1
LLM-fulltext,Inflammation-mediated_transport,4
LLM-fulltext,Inflammation_Contribution,1
LLM-fulltext,Inflammation_Exacerbation,2
LLM-fulltext,Inflammation_Impact_on_Neurodevelopment,4
LLM-fulltext,Inflammation_Increase,2
LLM-fulltext,Inflammation_Promotion,3
LLM-fulltext,Inflammation_Resolution,4
LLM-fulltext,Inflammation_and_Auto-immune_Reactions,1
LLM-fulltext,Inflammation_and_Endothelial_Injury,4
LLM-fulltext,Inflammation_and_Oxidative_Stress,3
LLM-fulltext,Inflammation_in_Brain,1
LLM-fulltext,Inflammation_in_the_CNS,4
LLM-fulltext,Inflammation_of_olfactory_clefts,1
LLM-fulltext,Inflammation_reduction,1
LLM-fulltext,Inflammatory_Activation_and_Synucleinopathy,3
LLM-fulltext,Inflammatory_Cell_Infiltration,1
LLM-fulltext,Inflammatory_Cytokine_Impact_on_Fetal_Neurodevelopment,3
LLM-fulltext,Inflammatory_Cytokine_Induction,1
LLM-fulltext,Inflammatory_Cytokine_Overproduction,1
LLM-fulltext,Inflammatory_Cytokine_Secretion,3
LLM-fulltext,Inflammatory_Cytokines_Activation,1
LLM-fulltext,Inflammatory_Cytokines_Impact_on_Brain,6
LLM-fulltext,Inflammatory_Cytokines_Increase,1
LLM-fulltext,Inflammatory_Damage,2
LLM-fulltext,Inflammatory_Edema,1
LLM-fulltext,Inflammatory_Effects,1
LLM-fulltext,Inflammatory_Environment,2
LLM-fulltext,Inflammatory_Factor_Alteration,1
LLM-fulltext,Inflammatory_Factor_Secretion,1
LLM-fulltext,Inflammatory_Factors,1
LLM-fulltext,Inflammatory_Infiltrates,1
LLM-fulltext,Inflammatory_Insult,1
LLM-fulltext,Inflammatory_Markers_Correlation,1
LLM-fulltext,Inflammatory_Mediator_Increase,1
LLM-fulltext,Inflammatory_Mediator_Release,2
LLM-fulltext,Inflammatory_Mediators,1
LLM-fulltext,Inflammatory_Mediators_Production,1
LLM-fulltext,Inflammatory_Pathway_Activation,3
LLM-fulltext,Inflammatory_Pathways,1
LLM-fulltext,Inflammatory_Process,1
LLM-fulltext,Inflammatory_Process_in_Olfactory_Regions,5
LLM-fulltext,Inflammatory_Processes,1
LLM-fulltext,Inflammatory_Reflex,1
LLM-fulltext,Inflammatory_Response,21
LLM-fulltext,Inflammatory_Response_Exacerbation,4
LLM-fulltext,Inflammatory_Response_Impact_on_CNS,1
LLM-fulltext,Inflammatory_Response_Increase,1
LLM-fulltext,Inflammatory_Response_Induction,4
LLM-fulltext,Inflammatory_Response_Regulation,1
LLM-fulltext,Inflammatory_Signal_Transmission,4
LLM-fulltext,Inflammatory_State,1
LLM-fulltext,Inflammatory_and_Autoimmune_Response,1
LLM-fulltext,Inflammatory_cytokine_production,1
LLM-fulltext,Inflammatory_effects,1
LLM-fulltext,Inflammatory_factors_circulation,1
LLM-fulltext,Inflammatory_reaction_against_SARS-CoV-2,1
LLM-fulltext,Inflammatory_response_dysregulation,6
LLM-fulltext,Influence_on_Neuroimmune_Diseases,1
LLM-fulltext,Inhibition_of_TNF_Release,1
LLM-fulltext,Inhibition_of_anticoagulant_pathways,1
LLM-fulltext,Initiation_of_Psychiatric_Disorders,1
LLM-fulltext,Injury,1
LLM-fulltext,Innate_Immune_Memory,2
LLM-fulltext,Innate_Immune_Response,6
LLM-fulltext,Innate_Immune_Response_Dysregulation,1
LLM-fulltext,Innate_Immune_Response_Initiation,1
LLM-fulltext,Innate_Immune_System_Activation,3
LLM-fulltext,Innate_Immunity_Activation,9
LLM-fulltext,Innate_Immunity_Increase,1
LLM-fulltext,Innate_immune_response_dysregulation,3
LLM-fulltext,Innervation_of_Respiratory_Tract,1
LLM-fulltext,Insufficient_response_to_dopaminergic_drugs,1
LLM-fulltext,Intact_tight_junctions,1
LLM-fulltext,Interaction_with_Cholinergic_System,1
LLM-fulltext,Interferon_Dysregulation,5
LLM-fulltext,Interferon_Expression_Increase,1
LLM-fulltext,Interferon_Modulation_of_ACE2_Receptors,18
LLM-fulltext,Interferon_Pathway_Regulation,2
LLM-fulltext,Interstitial_Edema,2
LLM-fulltext,Intestinal_Inflammation,2
LLM-fulltext,Intestinal_Permeability_Increase,1
LLM-fulltext,Intracellular_cholesterol_accumulation,1
LLM-fulltext,Intracranial_Cytokine_Storm,1
LLM-fulltext,Intracranial_Hypertension,1
LLM-fulltext,Intrathecal_Antibody_Synthesis,1
LLM-fulltext,Intravascular_Coagulation,1
LLM-fulltext,Intravascular_Microthrombi,1
LLM-fulltext,Intravascular_Thrombosis,1
LLM-fulltext,Iron_Accumulation_and_Aging,7
LLM-fulltext,Iron_Dysregulation,11
LLM-fulltext,Iron_Dysregulation_and_Neuroinflammation,1
LLM-fulltext,Iron_Metabolism_Disturbance,5
LLM-fulltext,Iron_Overload,1
LLM-fulltext,Iron_Transport_Blockade,2
LLM-fulltext,Iron_dysregulation,12
LLM-fulltext,Iron_overload,1
LLM-fulltext,Ischaemic_Damage,1
LLM-fulltext,Ischemia,1
LLM-fulltext,Ischemic-hypoxic_brain_injury,8
LLM-fulltext,Ischemic-like_Reactivity,1
LLM-fulltext,Ischemic_Changes,1
LLM-fulltext,Ischemic_Infarcts,1
LLM-fulltext,Ischemic_Lesions,1
LLM-fulltext,Ischemic_Stroke,12
LLM-fulltext,Ischemic_Stroke_Risk,2
LLM-fulltext,Ischemic_stroke,7
LLM-fulltext,JAK2/STAT3_Signaling,1
LLM-fulltext,KKS_Activation,10
LLM-fulltext,KYN_Pathway_Alteration,4
LLM-fulltext,KYN_Pathway_Imbalance,1
LLM-fulltext,Kallikrein–Kinin_System_Activation,6
LLM-fulltext,Kynurenine_Pathway_Activation,17
LLM-fulltext,Kynurenine_Pathway_Toxic_Metabolites_Increase,1
LLM-fulltext,LB-like_Pathology_Induction,1
LLM-fulltext,LTP_Impairment,1
LLM-fulltext,Lack_of_MHC_Antigens,1
LLM-fulltext,Lack_of_anticoagulants,1
LLM-fulltext,Large_Vessel_Disease,1
LLM-fulltext,Latency_period,1
LLM-fulltext,Latent_State_Possibility,1
LLM-fulltext,Latent_Virus_Reactivation,1
LLM-fulltext,Leaky_Capillaries,1
LLM-fulltext,Leaky_Gut_Syndrome,1
LLM-fulltext,Lethal_Consequences,1
LLM-fulltext,Leukocyte_Infiltration,1
LLM-fulltext,Leukocyte_Trafficking,1
LLM-fulltext,Leukocyte_adhesion_molecules_expression,1
LLM-fulltext,Leukocytic_Route,1
LLM-fulltext,Lewy_Body_Deposition,3
LLM-fulltext,Lewy_Body_Disease_Risk,1
LLM-fulltext,Licensing_for_pathogenicity,11
LLM-fulltext,Link_to_PD_Pathogenesis,1
LLM-fulltext,Lipid_Peroxidation,24
LLM-fulltext,Lipid_peroxidation,8
LLM-fulltext,Lipid_peroxidation_and_ferroptosis,2
LLM-fulltext,Local_Brain_Inflammation,3
LLM-fulltext,Local_inflammatory_response,1
LLM-fulltext,Localized_Brain_Immunity,1
LLM-fulltext,Localized_Ischemia,1
LLM-fulltext,Locally_Hypoxic_Environment,1
LLM-fulltext,Locally_Hypoxic_Regions,1
LLM-fulltext,Long-term_inflammation,1
LLM-fulltext,Long_COVID_Symptoms_Risk,1
LLM-fulltext,Loss_of_Physiological_Functions,8
LLM-fulltext,Loss_of_Smell,1
LLM-fulltext,Loss_of_antioxidant_defense,8
LLM-fulltext,Loss_of_cerebrovascular_integrity,1
LLM-fulltext,Lower_Oxygen_Saturation,2
LLM-fulltext,Lung_Health_Deterioration,2
LLM-fulltext,Lung_Inflammation_Model,1
LLM-fulltext,Lung_Inflammation_in_ACE2-Transgenic_Mice,1
LLM-fulltext,Lymphocyte_Infiltration,1
LLM-fulltext,Lymphocyte_Reduction,3
LLM-fulltext,Lymphocyte_Unbalance,1
LLM-fulltext,Lymphocytic_Endotheliitis,1
LLM-fulltext,Lymphocytopenia,1
LLM-fulltext,Lymphoid_Inflammation,1
LLM-fulltext,Lysosomal_and_mitochondrial_dysfunction,2
LLM-fulltext,MHC-1_Expression,1
LLM-fulltext,MHC_II_Overexpression_and_CNS_Invasion,4
LLM-fulltext,MIA-induced_microglial_modulation,8
LLM-fulltext,MIA_Exposure_Risk,1
LLM-fulltext,MLV_Dysfunction,7
LLM-fulltext,MLVs_function,1
LLM-fulltext,MMP_Expression,1
LLM-fulltext,MRI_Signal_Change,1
LLM-fulltext,MS_Similarity,1
LLM-fulltext,Macro-thrombi_Formation,1
LLM-fulltext,Macrophage_Activation,5
LLM-fulltext,Macrophage_Activation_Syndrome,2
LLM-fulltext,Macrophage_Infection,1
LLM-fulltext,Macrophage_Infiltration,1
LLM-fulltext,Macrophagic_Activation_Syndrome,1
LLM-fulltext,Marker_Elevation,1
LLM-fulltext,Mast_Cell_Activation,35
LLM-fulltext,Mast_Cell_Degranulation,1
LLM-fulltext,Mechanical_Compression_of_Lungs,1
LLM-fulltext,Medullary_Dysfunction,1
LLM-fulltext,Mefenamic_Acid_Effect,3
LLM-fulltext,Megakaryocyte_Presence,1
LLM-fulltext,Melatonin's_Neuroimmunomodulatory_Protection,1
LLM-fulltext,Melatonin_Angiotensin_Axis_Impact,10
LLM-fulltext,Melatonin_Anti-inflammatory_Effect,1
LLM-fulltext,Melatonin_Anti-inflammatory_Effects,3
LLM-fulltext,Melatonin_Binding,1
LLM-fulltext,Melatonin_Decline,1
LLM-fulltext,Melatonin_Deficiency,3
LLM-fulltext,Melatonin_Regulation,2
LLM-fulltext,Melatonin_as_Ferroptosis_Inhibitor,1
LLM-fulltext,Melatonin_as_ferroptosis_inhibitor,13
LLM-fulltext,Memory_Disorders,1
LLM-fulltext,Memory_Loss,1
LLM-fulltext,Memory_Problems_Risk,1
LLM-fulltext,Memory_and_learning_improvement,1
LLM-fulltext,Memory_impairment,1
LLM-fulltext,Meningeal_Irritation,2
LLM-fulltext,Meningeal_Lymphatic_Vessels_Function,2
LLM-fulltext,Meningeal_Vasodilation,1
LLM-fulltext,Meningitis,2
LLM-fulltext,Meningoencephalitis,7
LLM-fulltext,Metabolic_Changes,2
LLM-fulltext,Metabolic_Changes_and_Injury,2
LLM-fulltext,Metabolic_Process_Enrichment,1
LLM-fulltext,Metabolic_or_Hypoxic_Damage,1
LLM-fulltext,Metal_Homeostasis_Disruption,6
LLM-fulltext,Metal_Ion_Disorders,8
LLM-fulltext,Metal_Ion_Homeostasis_Restoration,1
LLM-fulltext,Metal_Metabolic_Dysregulation,1
LLM-fulltext,Micro-thrombi_Formation,1
LLM-fulltext,Microbiome_Alteration,3
LLM-fulltext,Microbiota_Disruption,1
LLM-fulltext,Microbleeding,1
LLM-fulltext,Microbleeds,1
LLM-fulltext,Microcirculation_Damage,1
LLM-fulltext,Microclot_Formation,22
LLM-fulltext,Microenvironment_Changes,1
LLM-fulltext,Microglia_Activation,59
LLM-fulltext,Microglia_Activity,2
LLM-fulltext,Microglia_Alteration,1
LLM-fulltext,Microglia_Dysfunction,2
LLM-fulltext,Microglia_Dystrophy,1
LLM-fulltext,Microglia_Infection,1
LLM-fulltext,Microglia_Inflammatory_Response,1
LLM-fulltext,Microglia_Modulation,1
LLM-fulltext,Microglia_Morphological_Changes,1
LLM-fulltext,Microglia_Phenotype_Switch,1
LLM-fulltext,Microglia_Phenotypic_Changes,1
LLM-fulltext,Microglia_Priming,3
LLM-fulltext,Microglia_Reactivity,40
LLM-fulltext,Microglia_Response,2
LLM-fulltext,Microglia_Senescence,1
LLM-fulltext,Microglia_Synapse_Elimination,1
LLM-fulltext,Microglia_activation,2
LLM-fulltext,Microglia_and_Astrocyte_Activation,3
LLM-fulltext,Microglia_and_Oligodendrocyte_Activation,2
LLM-fulltext,Microglia_modification,2
LLM-fulltext,Microglia_response,2
LLM-fulltext,Microglia_responses,1
LLM-fulltext,Microglial_Activation,117
LLM-fulltext,Microglial_Activity,2
LLM-fulltext,Microglial_Alteration,3
LLM-fulltext,Microglial_Apoptosis,1
LLM-fulltext,Microglial_Cell_Activation,11
LLM-fulltext,Microglial_Cell_Phagocytic_Activity_Suppression,1
LLM-fulltext,Microglial_Cell_Polarization,1
LLM-fulltext,Microglial_Cell_Stimulation,1
LLM-fulltext,Microglial_Depletion,4
LLM-fulltext,Microglial_Dysfunction,20
LLM-fulltext,Microglial_Hyperactivation,1
LLM-fulltext,Microglial_Immortalization,1
LLM-fulltext,Microglial_Infiltration,1
LLM-fulltext,Microglial_Inflammation,1
LLM-fulltext,Microglial_Over-reactivity,1
LLM-fulltext,Microglial_Phenotype_Regulation,2
LLM-fulltext,Microglial_Phenotypic_Changes,16
LLM-fulltext,Microglial_Priming,12
LLM-fulltext,Microglial_Reaction,1
LLM-fulltext,Microglial_Reactivity,12
LLM-fulltext,Microglial_Response,1
LLM-fulltext,Microglial_Sensitization,5
LLM-fulltext,Microglial_TLR2_Activation,5
LLM-fulltext,Microglial_activation,5
LLM-fulltext,Microglial_and_Astrocytic_Reactivity,3
LLM-fulltext,Microglial_inhibition,1
LLM-fulltext,Microgliosis,4
LLM-fulltext,Microgliosis_and_IFN_Upregulation,2
LLM-fulltext,Microhemorrhage_Development,1
LLM-fulltext,Microinfarctions,1
LLM-fulltext,Microthrombi,1
LLM-fulltext,Microvascular_Clotting,1
LLM-fulltext,Microvascular_Damage,1
LLM-fulltext,Microvascular_Infarcts,1
LLM-fulltext,Microvascular_Injury,1
LLM-fulltext,Microvascular_Lesions,2
LLM-fulltext,Microvascular_Thrombosis,2
LLM-fulltext,Microvascular_endothelial_cell_stimulation,1
LLM-fulltext,Migration_of_Peripheral_Immune_Cells,1
LLM-fulltext,Miller-Fisher_Syndrome_in_COVID-19,1
LLM-fulltext,Misfolded_Protein_Transmission,1
LLM-fulltext,Mitochondrial_Catabolic_State,1
LLM-fulltext,Mitochondrial_Damage,1
LLM-fulltext,Mitochondrial_Dynamics_Alteration,12
LLM-fulltext,Mitochondrial_Dysfunction,20
LLM-fulltext,Mitochondrial_Impairment,1
LLM-fulltext,Mitochondrial_Metabolism_Dysregulation,4
LLM-fulltext,Mitochondrial_damage,1
LLM-fulltext,Mitophagy_Prevention,1
LLM-fulltext,Modulating_Inflammatory_Reflex,1
LLM-fulltext,Molecular_Mimicry,24
LLM-fulltext,Molecular_mimicry_with_α-synuclein,1
LLM-fulltext,Monocyte-Macrophage-Dendritic_Cell_Hyperactivation,2
LLM-fulltext,Monocyte-Macrophage/Microglia_Cell_Transport,1
LLM-fulltext,Monocyte-to-Lymphocyte_Ratio,1
LLM-fulltext,Monocyte_Adhesion_and_Transmigration,2
